#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
18,"Forever After All","Luke Combs",41,152,"contemporary country, country","Country","Forever After All",2021-03-08,03:52,49,65,19,0,46,0,0,-5,C Major,4,2024-11-09,4DdUFOY2ums5dOOMBzoMYo,"River House Artists/Columbia Nashville",8B,US6XF2000192
19,"Go Crazy","Chris Brown,Young Thug",71,94,"r&b, rap, atl hip hop, atl trap, gangster rap, hip hop, melodic rap, trap","Hip Hop, R&B","Slime & B",2020-05-08,02:56,76,58,32,0,58,10,20,-9,C Minor,4,2024-11-09,1IIKrJVP1C9N7iPtG6eOsK,"Chris Brown Entertainment/300 Entertainment/RCA Records",5A,USRC12001468
20,"Astronaut In The Ocean","Masked Wolf",69,150,"australian hip hop","Hip Hop","Astronaut In The Ocean",2021-01-06,02:12,78,70,18,0,47,0,10,-7,E Minor,4,2024-11-09,3Ofmpyhv5UAQ70mENzB277,"Elektra (NEK)",9A,USAT22100017
21,"34+35","Ariana Grande",73,110,"pop","Pop","Positions",2020-10-30,02:53,83,59,24,0,49,0,20,-6,C Major,4,2024-11-09,6Im9k8u9iIzKMrmV7BWtlF,"Republic Records",8B,USUM72020423
22,"What You Know Bout Love","Pop Smoke",76,84,"brooklyn drill, hip hop, rap","Hip Hop","Shoot For The Stars Aim For The Moon",2020-07-03,02:40,71,55,65,0,54,30,10,-8,A#/B♭ Major,4,2024-11-09,1tkg4EHVoqnhR6iFEXb60y,"Victor Victor Worldwide",6B,USUM72013339
23,"my ex's best friend (with blackbear)","mgk,blackbear",71,125,"ohio hip hop, pop rap, alt z, pop","Pop, Hip Hop","Tickets To My Downfall",2020-09-25,02:19,73,68,0,0,30,0,10,-5,F Minor,4,2024-11-09,7kDUspsoYfLkWnZR7qwHZl,"Bad Boy/Interscope Records",4A,USUM72014730
24,"INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X,Jack Harlow",73,150,"lgbtq+ hip hop, deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap","Hip Hop","INDUSTRY BABY (feat. Jack Harlow)",2021-07-23,03:32,74,70,2,0,89,0,0,-7,D#/E♭ Minor,4,2024-11-09,27NovPIUIRrOZoCHxABJwK,"Columbia",2A,USSM12104539
25,"Therefore I Am","Billie Eilish",68,94,"art pop, pop","Pop","Therefore I Am",2020-11-12,02:54,89,34,22,13,72,0,0,-8,B Minor,4,2024-11-09,54bFM56PmE4YLRnqpW6Tha,"Darkroom/Interscope Records",10A,USUM72021500
26,"Up","Cardi B",63,166,"pop, rap","Pop, Hip Hop","Up",2021-02-05,02:36,87,80,0,2,82,20,0,-6,B Major,4,2024-11-09,1XXimziG1uhM0eDNCZCrUl,"Atlantic Records",1B,USAT22100061
27,"Fancy Like","Walker Hayes",69,80,"contemporary country, country, country road, modern country rock","Country, Rock","Country Stuff The Album",2022-01-21,02:41,65,77,11,0,86,0,30,-6,C♯/D♭ Major,4,2024-11-09,58UKC45GPNTflCN6nwCUeF,"Monument Records",3B,USQX92101534
28,"DÁKITI","Bad Bunny,JHAYCO",74,110,"reggaeton, trap latino, urbano latino","Latin","DÁKITI",2020-10-30,03:25,73,57,40,0,14,0,10,-10,E Minor,4,2024-11-09,47EiUVwUp4C9fGccaPuUCS,"Rimas Entertainment LLC",9A,QMFME2004132
29,"Best Friend (feat. Doja Cat)","Saweetie,Doja Cat",64,94,"cali rap, trap queen, dance pop, pop","Hip Hop, Pop, R&B","Best Friend (feat. Doja Cat)",2021-01-07,02:35,84,77,0,0,40,10,0,-4,E Major,4,2024-11-09,2etHQJxIbV0soyPhelVs9Y,"ICY/Warner Records",12B,USWB12004547
30,"RAPSTAR","Polo G",77,81,"chicago rap, rap","Hip Hop","Hall of Fame",2021-06-11,02:45,79,54,41,0,44,20,10,-7,F#/G♭ Major,4,2024-11-09,18vXApRmJSgQ6wG2ll9AOg,"Columbia",2B,USSM12101640
31,"Heartbreak Anniversary","Giveon",68,130,"r&b","R&B","Heartbreak Anniversary",2020-02-21,03:16,62,46,56,0,59,0,10,-9,C Major,4,2024-11-09,2QfznFotJNZmnIEYFdzE5T,"Epic/Not So Fast",8B,USSM12000998
32,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke,Lil Baby,DaBaby",73,126,"brooklyn drill, hip hop, rap, atl hip hop, atl trap, trap, north carolina hip hop, pop rap","Hip Hop","Shoot For The Stars Aim For The Moon",2020-07-03,03:10,82,59,11,0,35,20,10,-7,F#/G♭ Minor,4,2024-11-09,0PvFJmanyNQMseIFrU708S,"Victor Victor Worldwide",11A,USUM72013355
33,"Calling My Phone","Lil Tjay,6LACK",74,105,"brooklyn drill, melodic rap, nyc rap, rap, atl hip hop, r&b, trap","Hip Hop, R&B","Destined 2 Win",2021-04-02,03:25,91,39,45,0,20,0,10,-8,E Minor,4,2024-11-09,3J8EOeKLTLXORtWPpOU5bE,"Columbia",9A,USSM12100388
34,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5,Megan Thee Stallion",74,99,"pop, houston rap, rap, trap queen","Hip Hop, Pop, R&B","JORDI (Deluxe)",2021-06-11,03:47,71,68,4,0,72,0,10,-5,A#/B♭ Major,4,2024-11-09,5zFglKYiknIxks8geR8rcL,"Interscope Records*",6B,USUM72103449
35,"Holy (feat. Chance The Rapper)","Justin Bieber,Chance the Rapper",66,87,"canadian pop, pop, chicago rap, conscious hip hop, hip hop, pop rap, rap, trap","Pop, Hip Hop","Holy",2020-09-18,03:32,67,70,20,0,37,30,0,-8,F#/G♭ Major,4,2024-11-09,5u1n1kITHCxxp8twBcZxWy,"RBMG/Def Jam",2B,USUM72017013
36,"On Me","Lil Baby",70,78,"atl hip hop, atl trap, rap, trap","Hip Hop","On Me",2020-12-04,02:15,86,56,0,0,48,30,10,-6,F#/G♭ Minor,4,2024-11-09,4Iedi94TIaB2GGb1nMB68v,"Quality Control Music/Motown Records",11A,USUG12004399
37,"you broke me first","Tate McRae",82,124,"pop","Pop","TOO YOUNG TO BE SAD",2021-03-26,02:50,66,38,80,0,8,0,0,-9,E Major,4,2024-11-09,4l0RmWt52FxpVxMNni6i63,"RCA Records Label",12B,USRC12000832
38,"traitor","Olivia Rodrigo",83,101,"pop","Pop","SOUR",2021-05-21,03:49,38,34,69,0,8,0,10,-8,D#/E♭ Major,4,2024-11-09,5CZ40GBx1sQ9agT82CLQCT,"Olivia Rodrigo PS",5B,USUG12101243
39,"Back in Blood (feat. Lil Durk)","Pooh Shiesty,Lil Durk",64,147,"memphis hip hop, southern hip hop, tennessee hip hop, trap, chicago drill, chicago rap, drill, hip hop, pop rap, rap","Hip Hop","Back In Blood (feat. Lil Durk)",2020-11-06,03:04,76,54,15,0,83,30,10,-8,G#/A♭ Minor,4,2024-11-09,7JuHVG3qQKQKxC4doneXVW,"Atlantic Records",1A,USAT22007048
40,"I Hope (feat. Charlie Puth)","Gabby Barrett,Charlie Puth",56,75,"contemporary country, pop, viral pop","Country, Pop","Goldmine",2020-06-19,03:31,56,58,17,0,41,0,10,-6,F#/G♭ Major,4,2024-11-09,5cYFwgA5dHoqR3xGnlr9ew,"Warner Music Nashville",2B,USWB12000841
41,"Dynamite","BTS",78,114,"k-pop, k-pop boy group, pop","Pop","BE",2020-11-20,03:19,75,77,1,0,74,10,0,-4,F#/G♭ Minor,4,2024-11-09,5QDLhrAOJJdNAmCTJ8xMyW,"BIGHIT MUSIC",11A,QM7282022872
42,"Wockesha","Moneybagg Yo",60,82,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap","Hip Hop","A Gangsta’s Pain",2021-04-23,03:00,58,54,13,0,77,60,0,-9,C Major,4,2024-11-09,0nqhKXDjsyBMvbeWmgijD0,"CMG/N-Less/Interscope Records",8B,USUM72105621
43,"You Right","Doja Cat,The Weeknd",74,129,"dance pop, pop, canadian contemporary r&b, canadian pop","R&B, Pop","Planet Her",2021-06-25,03:06,83,62,2,0,44,0,0,-6,G#/A♭ Major,4,2024-11-09,0k4d5YPDr1r7FX77VdqWez,"Kemosabe Records/RCA Records",4B,USRC12100544
44,"Beat Box 2 (feat. Pooh Shiesty)","SpotemGottem,Pooh Shiesty",50,160,"florida drill, florida rap, memphis hip hop, southern hip hop, tennessee hip hop, trap","Hip Hop","Final Destination",2020-12-18,03:01,81,31,12,0,28,20,10,-8,C♯/D♭ Major,4,2024-11-09,3fHNHBb2eGLahIvoVa19zq,"Jay Rebel Music",3B,USA2P2043560
45,"Laugh Now Cry Later (feat. Lil Durk)","Drake,Lil Durk",73,134,"canadian hip hop, canadian pop, hip hop, pop rap, rap, chicago drill, chicago rap, drill, trap","Hip Hop, Pop","Laugh Now Cry Later (feat. Lil Durk)",2020-08-14,04:21,76,52,24,0,52,10,10,-9,C Major,4,2024-11-09,2SAqBLGA283SUiwJ3xOUVI,"OVO",8B,USUG12001748
46,"Need to Know","Doja Cat",74,130,"dance pop, pop","Pop","Planet Her",2021-06-25,03:30,66,61,30,0,19,0,0,-7,C♯/D♭ Major,4,2024-11-09,3Vi5XqYrmQgOYBajMWSvCi,"Kemosabe Records/RCA Records",3B,USRC12101120
47,"Wants and Needs (feat. Lil Baby)","Drake,Lil Baby",73,136,"canadian hip hop, canadian pop, hip hop, pop rap, rap, atl hip hop, atl trap, trap","Hip Hop, Pop","Scary Hours 2",2021-03-05,03:12,58,45,6,0,10,20,10,-6,C♯/D♭ Major,4,2024-11-09,65OVbaJR5O1RmwOQx0875b,"OVO",3B,USUG12101042
48,"Way 2 Sexy (with Future & Young Thug)","Drake,Future,Young Thug",70,136,"canadian hip hop, canadian pop, hip hop, pop rap, rap, atl hip hop, southern hip hop, trap, atl trap, gangster rap, melodic rap","Hip Hop, Pop","Certified Lover Boy",2021-09-03,04:17,80,60,0,0,33,10,30,-6,B Minor,4,2024-11-09,0k1WUmIRnG3xU6fvvDVfRG,"OVO",10A,USUG12104403
49,"telepatía","Kali Uchis",80,84,"colombian pop","Pop","Sin Miedo (del Amor y Otros Demonios) ∞",2020-12-04,02:40,65,52,11,0,55,0,20,-9,B Minor,4,2024-11-09,6tDDoYIxWvMLTdKpjFkc1B,"EMI / Interscope",10A,GBUM72005748
50,"Whoopty","CJ",63,140,"nyc rap","Hip Hop","Whoopty",2020-08-20,02:03,72,65,20,0,66,10,10,-8,D#/E♭ Minor,4,2024-11-09,5vGLcdRuSbUhD8ScwsGSdA,"CJ Music Group/T-Series",2A,USA2P2031043
51,"Lemonade (feat. NAV)","Internet Money,Gunna,Don Toliver,NAV",57,140,"pop rap, trap, atl hip hop, melodic rap, rap, canadian hip hop, canadian trap","Hip Hop","Lemonade (feat. NAV)",2020-08-14,03:15,80,66,26,0,47,0,10,-6,C♯/D♭ Minor,4,2024-11-09,4xGwFO1ruuvN9RP60FsLzP,"Internet Money Records / TenThousand Projects",12A,QZJ842000368
52,"Good Days","SZA",73,121,"pop, r&b, rap","Pop, R&B, Hip Hop","Good Days",2020-12-25,04:39,44,66,50,0,41,0,60,-8,C♯/D♭ Minor,4,2024-11-09,3YJJjQPAbDT7mGpX3WtQ9A,"Top Dawg Entertainment/RCA Records",12A,USRC12004189
53,"Starting Over","Chris Stapleton",60,89,"contemporary country, outlaw country","Country","Starting Over",2020-08-27,04:00,64,54,45,0,32,0,0,-8,A#/B♭ Major,4,2024-11-09,3TNSVsiFngfe68UJpMq1oS,"Mercury Nashville",6B,USUM72013812
54,"Body","Megan Thee Stallion",66,94,"houston rap, pop, rap, trap queen","Hip Hop, Pop, R&B","Good News",2020-11-20,02:51,91,73,2,0,47,20,10,-6,G#/A♭ Minor,4,2024-11-09,0A1hoCfMLkiAgvhWkkucJa,"300 Entertainment",1A,QMCE32000683
55,"willow","Taylor Swift",74,81,"pop","Pop","evermore",2020-12-11,03:34,39,57,83,0,53,10,10,-9,G Major,4,2024-11-09,0lx2cLdOt3piJbcaXIV74f,"Taylor Swift",9B,USUG12004699
56,"Bang!","AJR",59,140,"pov: indie","Pop","OK ORCHESTRA",2021-03-26,02:50,74,53,2,0,65,0,0,-6,C♯/D♭ Minor,4,2024-11-09,2I2AqFb0f9UNnolWc2MafC,"Black Butter",12A,QMRSZ2000128
57,"Better Together","Luke Combs",73,138,"contemporary country, country","Country","What You See Is What You Get",2019-11-08,03:39,55,23,83,0,67,0,10,-12,C Major,4,2024-11-09,6gdLyYNuhWBzqwlOFSsXC7,"River House Artists/Columbia Nashville",8B,US6XF1800183
58,"You’re Mines Still (feat. Drake)","Yung Bleu,Drake",46,83,"alabama rap, trap, canadian hip hop, canadian pop, hip hop, pop rap, rap","Hip Hop, Pop","You’re Mines Still (feat. Drake)",2020-10-15,03:46,57,61,32,0,34,10,10,-5,F Minor,4,2024-11-09,3q6TQTEbiLNv3RfNQfPgo3,"OVO Sound",4A,USWB12004394
59,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled,Lil Baby,Lil Durk",69,150,"hip hop, miami hip hop, pop rap, rap, atl hip hop, atl trap, trap, chicago drill, chicago rap, drill","Hip Hop","KHALED KHALED",2021-04-30,03:56,48,73,0,0,23,20,10,-4,D Major,4,2024-11-09,1EJIcDYXwSqipW5dFe4uJz,"Epic/We The Best",10B,USSM12102263
60,"Essence (feat. Justin Bieber & Tems)","Wizkid,Justin Bieber,Tems",59,104,"afrobeats, afropop, azonto, nigerian hip hop, nigerian pop, canadian pop, pop, afro r&b, alte","R&B, Pop, World/Traditional, Hip Hop","Essence (feat. Justin Bieber & Tems)",2021-08-13,04:23,84,69,2,0,58,10,10,-6,C Major,4,2024-11-09,1mSdbey7RstGLY2udgXv74,"Starboy/RCA Records",8B,USRC12102450
61,"Chasing After You (with Maren Morris)","Ryan Hurd,Maren Morris",58,132,"contemporary country, country pop, country road, modern country rock, classic texas country","Country, Pop, Rock","Chasing After You (with Maren Morris)",2021-02-12,03:27,60,68,72,0,48,0,10,-6,E Major,4,2024-11-09,1ZIKpMTRPqhwAoVXWY3tXI,"Arista Nashville",12B,USRN12000200
62,"The Good Ones","Gabby Barrett",66,90,"contemporary country","Country","Goldmine",2020-06-19,03:35,52,55,18,0,33,0,10,-5,D Major,4,2024-11-09,3hLuHKzG1cmlRpq53ZVWd8,"Warner Music Nashville",10B,USWB11901698
63,"Leave Before You Love Me (with Jonas Brothers)","Marshmello,Jonas Brothers",77,120,"brostep, edm, pop, progressive electro house, boy band","Pop, Electronic","Leave Before You Love Me",2021-05-21,02:34,72,74,0,0,64,0,10,-5,G Major,4,2024-11-09,4qu63nuBpdn0qHUHuObEj1,"Republic Records",9B,USUG12102313
64,"Glad You Exist","Dan + Shay",54,104,"contemporary country, country, country road","Country","Glad You Exist",2021-02-05,02:24,75,55,24,0,66,0,10,-6,B Major,4,2024-11-09,472vIK1ldetTxRxG3ovaiY,"Warner Music Nashville",1B,USWB12100034
65,"Lonely","Justin Bieber,benny blanco",61,79,"canadian pop, pop","Pop","JB6",2021-02-26,02:29,62,24,90,0,7,0,10,-7,B Minor,4,2024-11-09,0OHDTsjzY0jM1Qe8orifTo,"UME - Global Clearing House",10A,USUM72019170
66,"Beggin'","Måneskin",82,134,"indie rock italiano, italian pop","Rock, Pop","Chosen",2017-12-08,03:31,71,80,13,0,59,0,30,-5,B Minor,4,2024-11-09,3Wrjm47oTz2sjIgck11l5e,"RCA Records Label",10A,ITB001700846
67,"Streets","Doja Cat",80,90,"dance pop, pop","Pop","Hot Pink",2019-11-07,03:46,75,46,21,4,19,0,30,-8,B Major,4,2024-11-09,60ynsPSSKe6O3sfwRnIBRf,"Kemosabe Records/RCA Records",1B,USRC11903460
68,"What’s Next","Drake",64,130,"canadian hip hop, canadian pop, hip hop, pop rap, rap","Hip Hop, Pop","Scary Hours 2",2021-03-05,02:58,78,59,1,0,6,0,10,-7,C Minor,4,2024-11-09,3aQem4jVGdhtg116TmJnHz,"OVO",5A,USUG12101041
69,"Famous Friends","Chris Young,Kane Brown",62,102,"contemporary country, country, country road, black americana","Country","Famous Friends",2021-08-06,02:46,54,86,5,0,70,0,30,-3,F#/G♭ Major,4,2024-11-09,00KyYtT6NaXwbPecina5Pj,"RCA Records Label Nashville",2B,USRN11900062
70,"Lil Bit","Nelly,Florida Georgia Line",58,120,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary, contemporary country, country, country pop, country road, modern country rock","Country, Pop, Hip Hop, Rock","Lil Bit",2020-10-23,03:15,71,69,3,0,41,0,30,-7,E Minor,4,2024-11-09,0NmuYnjETG3u3qx0OmEJev,"Records/Columbia",9A,USQX92003343
71,"Thot Shit","Megan Thee Stallion",65,130,"houston rap, pop, rap, trap queen","Hip Hop, Pop, R&B","Thot Shit",2021-06-11,03:04,95,69,1,0,89,0,10,-3,A Major,4,2024-11-09,5zNW5ARjYhJQJz1AChP33n,"300 Entertainment",11B,QMCE32100339
72,"late at night","Roddy Ricch",57,99,"melodic rap, rap, trap","Hip Hop","late at night",2021-06-04,02:54,64,40,34,0,11,40,10,-11,C♯/D♭ Minor,4,2024-11-09,1fxYz1s15pyZLsJT0Hdh1m,"Atlantic Records",12A,USAT22102236
73,"Kings & Queens","Ava Max",77,130,"pop","Pop","Heaven & Hell",2020-09-18,02:42,64,69,1,0,46,0,10,-4,C♯/D♭ Minor,4,2024-11-09,7a53HqqArd4b9NF4XAmlbI,"Atlantic Records",12A,USAT21906943
74,"Anyone","Justin Bieber",64,116,"canadian pop, pop","Pop","Anyone",2021-01-01,03:10,69,54,18,0,58,0,10,-8,D Major,4,2024-11-09,31qCy5ZaophVA81wtlwLc4,"RBMG/Def Jam",10B,USUM72023175
75,"Track Star","Mooski",51,131,"alabama rap","Hip Hop","Track Star",2021-02-09,03:19,64,60,38,0,28,30,0,-6,G Minor,5,2024-11-09,5hChuUMe5iHfjkXgzj1D4b,"Capitol Records",6A,QZHN62072414
76,"Time Today","Moneybagg Yo",68,137,"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap","Hip Hop","A Gangsta’s Pain",2021-04-23,02:16,91,61,5,0,33,40,20,-8,C♯/D♭ Major,4,2024-11-09,0YrKSfpvflYnLSBd4Jtu6J,"CMG/N-Less/Interscope Records",3B,USUM72101019
77,"Cry Baby (feat. DaBaby)","Megan Thee Stallion,DaBaby",61,130,"houston rap, pop, rap, trap queen, hip hop, north carolina hip hop, pop rap, trap","Hip Hop, Pop, R&B","Good News",2020-11-20,02:17,96,44,0,0,62,30,20,-8,B Major,4,2024-11-09,4aarlAfLKVCTxUDNgbwhjH,"300 Entertainment",1B,QMCE32000678
78,"All I Want for Christmas Is You","Mariah Carey",80,150,"dance pop, pop, urban contemporary","Pop, Hip Hop","Merry Christmas",1994-10-28,04:01,34,63,16,0,35,0,0,-7,G Major,4,2024-11-09,0bYg9bo50gSsH3LtXe2SQn,"Columbia",9B,USSM19400325
79,"No More Parties - Remix","Coi Leray,Lil Durk",45,157,"new jersey underground rap, trap queen, chicago drill, chicago rap, drill, hip hop, pop rap, rap, trap","Hip Hop, R&B","No More Parties (Remix)",2021-02-19,03:12,83,39,25,0,72,50,10,-10,B Major,4,2024-11-09,5A4WcRuy0FFEAC5pAK43oa,"Republic Records",1B,USUM72102225
80,"What’s Your Country Song","Thomas Rhett",65,174,"contemporary country, country, country road, modern country rock","Country, Rock","Country Again (Side A)",2021-04-30,02:51,36,71,0,0,48,0,20,-6,F Major,4,2024-11-09,4oR2cCQGs0Yt0Mgr2diV6V,"The Valory Music Co.",7B,USLXJ2007574
81,"One Too Many","Keith Urban,P!nk",59,83,"contemporary country, country, country road, dance pop, pop","Country, Pop","One Too Many",2020-09-16,03:23,70,54,25,0,59,0,50,-7,E Major,4,2024-11-09,5NUXE8W12lWcUXgJRCjeEw,"Keith Urban LP11",12B,USUG12002935
82,"Arcade","Duncan Laurence",73,72,"dutch pop","Pop","Arcade",2019-03-07,03:03,46,33,82,0,27,0,10,-13,A Minor,3,2024-11-09,1Xi84slp6FryDSCbzq4UCD,"Universal Music, a division of Universal International Music BV",8A,NL1TK1900001
83,"Yonaguni","Bad Bunny",75,180,"reggaeton, trap latino, urbano latino","Latin","Yonaguni",2021-06-04,03:26,64,65,28,0,44,10,10,-5,C♯/D♭ Major,4,2024-11-09,2JPLbjOn0wPCngEot2STUS,"Rimas Entertainment LLC",3B,QM6P42169803
84,"GOOD TIME","Niko Moon",61,138,"","","GOOD TIME",2021-08-27,03:34,80,59,9,0,69,0,20,-7,F Major,4,2024-11-09,2S8UMuLJ0z8agFgFGJ6Ztt,"RCA Records Label Nashville",7B,USRN11900070
85,"If I Didn’t Love You","Jason Aldean,Carrie Underwood",63,184,"contemporary country, country, country road, modern country rock, classic oklahoma country, country dawn, dance pop, pop","Country, Pop, Rock","MACON",2021-11-12,03:32,45,68,17,0,45,0,10,-5,C♯/D♭ Major,4,2024-11-09,7IYoh1u7dFM1xIWSEYd5B8,"Broken Bow Records",3B,QMRSZ2101546
86,"Knife Talk (with 21 Savage ft. Project Pat)","Drake,21 Savage,Project Pat",74,146,"canadian hip hop, canadian pop, hip hop, pop rap, rap, atl hip hop, crunk, dirty south rap, gangster rap, memphis hip hop, trap","Hip Hop, Pop","Certified Lover Boy",2021-09-03,04:02,85,42,6,0,15,30,0,-10,F Minor,4,2024-11-09,2BcMwX1MPV6ZHP4tUT9uq6,"OVO",4A,USUG12104409
87,"pov","Ariana Grande",71,132,"pop","Pop","Positions",2020-10-30,03:21,49,53,36,0,17,0,10,-6,C Minor,4,2024-11-09,3UoULw70kMsiVXxW0L3A33,"Republic Records",5A,USUM72020441
88,"Just the Way","Parmalee,Blanco Brown",67,90,"contemporary country, country road, modern country rock, modern uplift, black americana, country rap","Country, Hip Hop, Rock","For You",2021-07-30,03:13,54,80,10,0,78,0,30,-3,A Major,4,2024-11-09,4h5OVQQbeqw3lNaFIbmlzG,"Stoney Creek Records",11B,QMRSZ1902652
89,"Take My Breath - Single Version","The Weeknd",60,121,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","Take My Breath",2021-08-06,03:40,75,74,1,0,52,0,10,-6,G#/A♭ Major,4,2024-11-09,6OGogr19zPTM4BALXuMQpF,"XO / Republic Records",4B,USUG12102076
90,"We're Good","Dua Lipa",66,134,"dance pop, pop, uk pop","Pop","Future Nostalgia (The Moonlight Edition)",2021-02-11,02:45,72,59,3,0,59,0,10,-6,F#/G♭ Major,4,2024-11-09,1diS6nkxMQc3wwC4G1j0bh,"Warner Records",2B,GBAHT2001117
